Phone,VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,EveCalls,NightCalls,IntlCalls,AccountLength,IntlPlan
332-9525,31,166.4,238.3,150.7,10.7,4,92,74,84,4,80,0
401-5012,28,249.6,227.2,239.9,7.6,3,87,138,92,3,131,0
368-8835,0,178.6,213.1,198,10.9,1,83,103,119,5,36,0
351-1382,0,139,224.9,170.8,15.7,2,96,64,118,5,180,0
359-7694,0,134.3,202.3,195.9,12.6,2,98,109,100,5,25,0
419-5505,0,215.9,240.1,156.7,4.9,3,93,85,123,5,113,0
341-4570,31,181.6,213.2,207.8,11.4,1,91,120,104,4,88,0
366-6991,0,178.4,168.3,120.5,9.3,1,97,113,93,9,120,0
377-7399,0,106.4,140.2,90.9,11.4,1,84,104,81,3,74,0
377-9092,0,170.7,240.2,119,11.4,2,101,82,112,4,109,0
373-6681,33,184.5,183.2,127.4,12.3,0,139,78,106,6,162,0
417-7736,37,161.2,204.2,231.5,8.9,1,109,79,87,4,124,0
393-2812,0,84.9,257.5,210.5,7.5,2,77,109,66,5,177,0
398-3176,0,217.9,230.1,232.1,10.6,1,71,116,110,2,91,0
334-8694,0,270.9,226.2,178.8,8.8,0,98,110,60,5,105,0
369-5449,0,243,183.9,184.3,15.3,0,91,77,109,6,24,0
380-5246,0,128.2,48.1,116.3,8.9,0,71,78,80,3,48,0
390-3873,0,126.3,168.8,154.6,9.8,2,115,112,95,7,86,0
354-4568,0,178.7,215.7,152.7,10.6,4,56,79,84,2,163,0
339-6968,0,159,255.1,82.4,10.1,0,109,142,73,4,91,0
379-5933,0,150.9,161.8,167.7,11.7,3,79,87,115,5,56,0
365-5682,24,219.9,208.5,352.5,8.1,3,118,116,111,4,147,1
382-8518,0,168,192.4,166.5,10.1,2,116,94,98,3,64,0
356-8449,34,162.1,171.8,259.8,9.6,4,83,117,76,3,108,0
333-3460,0,198.8,195.5,213.3,16.5,5,107,91,120,7,159,0
375-8596,0,256.8,230.1,143.6,9.1,3,90,104,82,10,136,1
384-5907,35,182.8,212.7,193.8,11,1,122,119,103,2,116,0
373-2903,38,196.8,254.2,261.8,7.7,1,92,108,85,2,45,0
361-7702,0,140.1,231.4,188.1,11.2,2,120,128,127,5,122,0
388-5850,0,194.3,189.9,232.2,9,5,83,97,102,3,138,0
405-6298,0,117.6,214,239.5,8.8,1,66,108,94,5,132,0
368-2074,0,193.7,186.6,223,11.6,0,108,98,100,8,101,1
328-5050,0,243.1,231.4,180.9,7.8,2,105,108,120,4,58,0
395-5783,0,145.4,129.3,186.4,5.2,1,132,91,109,4,81,0
420-7301,0,169.1,169.9,244.9,9.9,3,105,102,106,10,87,0
328-2478,0,229.3,184.5,168.2,8.8,2,93,111,91,3,116,0
381-2460,0,197.2,211.7,210.1,8.3,4,97,115,133,4,85,1
390-9811,33,186.4,201,286.7,11.1,2,84,136,103,3,62,0
373-5670,0,76.1,290.3,236.9,10.8,0,121,73,89,3,90,0
351-7016,0,162.8,185,219.5,6,2,65,109,104,3,98,0
394-9934,0,182.3,199.2,120.2,18,1,115,97,113,5,73,0
422-8268,0,194.4,247.8,245.4,11.2,2,83,84,93,7,107,1
373-7690,20,189.3,118.6,250.2,12.5,2,95,113,102,4,55,0
366-9781,22,160.1,168.7,23.2,9.5,3,107,136,102,4,76,0
404-5427,0,145,240.7,197.1,7.1,3,76,112,134,4,30,0
389-9783,0,220.7,119.3,165.1,11.5,4,105,127,113,7,157,0
351-7005,31,224.7,134.5,120.3,7.5,1,69,81,104,5,40,0
348-2009,0,147,162.3,162.9,10.5,1,79,103,80,4,72,0
340-4236,39,260.8,213.4,195.6,10.1,1,130,111,97,5,95,0
348-1528,0,155.4,164.1,157.7,9,0,127,45,128,3,42,0
365-5039,0,166.2,255.3,228.1,5.4,1,112,81,97,7,86,0
411-1810,0,211.8,260.5,144.2,10.8,0,115,102,96,7,131,0
364-7644,45,130.5,208.4,141.6,11,4,114,94,114,5,55,0
335-9066,0,162.7,292,183.3,8.7,0,102,105,80,6,74,0
362-7581,37,237.1,264.2,271.3,7.9,1,76,125,120,3,81,1
346-1095,0,166.2,217.6,220.2,13.2,4,102,112,68,2,81,0
357-9136,0,121.7,125.8,261.6,8.3,6,48,112,122,2,28,0
390-7863,0,176.4,201,150.4,11.2,0,62,124,138,2,111,0
344-2416,27,67.4,244,281.1,11.4,2,116,78,93,2,3,0
373-1448,0,229.7,336,192.8,9.6,1,129,104,128,1,51,0
360-7076,24,176,277.9,174.7,14.7,1,118,116,71,7,68,0
413-2241,0,247.7,269.5,167.3,9.6,0,77,108,82,7,163,0
343-3961,0,115.4,262.6,245.7,13.1,2,90,68,69,5,87,0
375-4107,0,112.2,209.6,260.9,13.9,0,95,108,78,1,58,0
414-7410,0,162.6,154,209.7,11.5,0,138,109,118,4,109,0
351-2535,0,229.4,214.1,289.6,10.4,4,107,99,95,6,111,0
416-9615,0,139.6,124.2,95.6,15,2,96,93,75,4,144,0
377-1293,0,263.8,251.3,200.1,8.4,5,66,116,112,2,135,0
388-6479,46,217.5,233.7,163.9,9,4,123,84,99,3,109,0
390-2755,14,114.3,199.8,194.7,7.5,1,132,91,74,8,107,0
340-5930,0,196.3,136.8,154.7,7.7,2,108,96,87,3,149,0
401-3622,0,253.2,188,142,4.4,1,95,116,133,4,56,0
382-1104,0,98,240.7,254.8,10.5,0,99,62,123,4,129,0
355-9324,0,249.4,211.5,169,9.1,0,118,95,116,3,92,0
393-4843,30,129.6,233,297,14.5,1,107,104,93,5,67,0
401-4052,0,221.3,267.6,111.5,9.3,0,106,98,80,7,120,0
385-1830,0,220.7,177.8,206.1,12.4,1,106,118,102,9,166,0
348-7409,0,87.6,262,184.6,9.2,1,76,111,125,5,66,0
361-4910,0,203.6,161.7,175.9,8.4,0,61,127,97,3,76,0
415-6578,0,213.6,234.9,229.6,8.8,2,110,121,157,3,79,0
395-5015,31,181.6,220.7,236.3,12.9,2,112,100,121,4,98,0
369-6012,22,215.4,328.7,160.5,7.8,1,123,98,89,6,141,0
394-4520,0,266.3,207.8,205,14,2,90,117,98,2,49,0
380-5873,0,199.2,175.1,210.6,10.2,3,111,83,84,2,46,0
372-5384,0,115,137.8,224,7.3,3,130,83,61,4,137,0
419-1863,0,270.5,230,136,9.6,1,69,112,111,5,171,0
352-5697,0,222.2,153.1,227.4,12.9,1,127,125,80,4,10,0
373-4274,0,61.9,262.6,212.5,8.8,3,78,114,110,2,88,0
382-4024,0,141.1,249.1,136,10.8,2,92,126,73,2,89,0
395-9215,0,189.2,184.4,255.8,10.6,3,81,117,83,5,82,0
331-9149,0,196,186,153,9.8,3,135,146,92,1,139,0
347-3958,0,171.6,205,170.6,13.8,0,119,107,114,4,87,0
389-2540,0,174,161.3,260.7,11.4,2,123,115,98,3,137,1
399-3083,0,78.6,187.3,184.2,7.4,1,106,110,111,5,45,0
420-8308,0,200.9,164.3,249,8.9,1,92,91,98,7,90,0
384-7724,0,141.3,253.6,215.8,6.4,1,123,87,96,2,103,0
389-2114,0,235.8,176,63.6,7.3,2,130,69,122,1,100,0
335-4414,0,185.1,165.1,111.6,6.3,3,100,88,104,4,110,0
370-5361,0,254.3,78.9,153.2,11.8,2,113,104,69,2,124,0
374-5965,0,183,214.8,206.4,8.7,2,103,77,73,6,10,0
420-6414,29,163.5,274.8,381.9,7.5,2,80,136,147,5,89,0
392-2708,0,207.9,210.5,109.6,7.7,2,98,96,114,2,121,0
352-7234,0,248.6,174.9,207.2,6.1,3,102,93,86,3,101,0
337-9878,31,185.4,197.6,147.1,14.5,2,105,126,110,4,103,0
350-7288,0,197.8,221,168.6,8.9,1,60,64,134,5,51,0
415-8448,0,132.1,138.9,192.6,9.1,2,42,88,119,1,2,1
392-6331,0,197.1,227.8,214,9.3,0,117,128,101,11,111,0
392-3315,0,154.6,184.2,217.4,12.6,2,112,105,102,5,118,0
382-5401,31,153.1,185.9,224.3,10,6,115,59,102,1,17,0
389-7012,0,211.2,231.1,220.9,6.3,2,119,120,80,9,130,0
411-4714,0,96.8,142.6,210.1,10.9,2,92,103,115,5,193,0
343-3846,0,172,276.4,193.7,10.1,1,145,101,100,9,114,0
370-4395,0,141.1,147.2,254.7,8,2,91,100,75,7,137,0
422-4394,29,151.1,244.7,154.4,13.8,2,121,88,91,2,185,0
405-1780,0,209.6,228.8,172.4,7.6,3,107,96,85,2,101,0
393-2220,32,247,125.6,226.5,10.5,3,109,91,90,4,95,0
355-8299,30,221.4,165.8,247,10.8,1,114,116,105,12,7,0
379-8681,0,321.3,167.9,193.6,8,1,99,93,106,4,126,0
409-7034,0,243.7,60,189,11.3,0,124,90,129,2,71,0
358-1922,0,251.5,214.2,186.1,11.1,3,85,98,71,6,124,0
346-1629,0,236.9,157.6,241,7.3,0,107,105,120,2,97,1
347-1870,0,159.7,216.7,206.7,9.3,2,79,131,116,3,28,0
374-9576,0,148.2,220.4,134.2,9.2,4,96,111,97,1,90,1
380-1096,0,150.9,268.6,179.9,14.7,1,86,129,73,1,190,0
396-5790,28,210.5,250.5,241.6,11.5,1,101,86,125,2,31,0
356-5244,24,170.9,201.4,159,4.1,2,71,80,124,5,52,0
341-1412,0,254.7,90.2,153.4,10.6,0,80,79,60,8,73,0
387-7371,0,284.4,157,242.8,8.4,0,89,113,91,8,111,0
392-2555,0,0,159.6,167.1,6.8,4,0,130,88,1,98,0
403-9167,0,133.7,187.8,181.9,10.7,1,45,107,89,2,106,1
338-6550,0,224.9,191.9,229.9,10.3,0,117,127,97,3,111,0
357-5801,0,151.8,209.9,266.9,11.9,1,98,92,86,5,59,0
403-1953,22,141.4,163,220,5.6,2,107,105,99,3,71,0
357-6039,0,285.7,230.9,230.7,14.8,0,124,106,140,7,55,0
388-9653,0,58.4,262.2,159,11.9,1,121,64,115,5,13,0
359-2915,16,90.4,201.3,227.1,13.1,0,105,109,115,4,136,0
381-4562,0,114.4,216.6,250.6,11,0,91,123,102,3,123,0
406-2213,0,147.7,222.7,163.5,12.8,2,103,78,102,3,105,0
330-6436,31,302.7,240.5,193.9,13.6,3,93,119,103,14,50,0
332-4289,0,136.1,204.2,228.2,11.3,1,120,103,90,4,118,0
386-3596,0,169.7,165.9,191.9,12.8,3,84,86,83,6,97,0
337-3740,0,227.2,194.4,243.4,14.9,0,89,106,126,2,51,0
414-1496,0,217.8,220.6,277.3,10.3,1,91,97,89,6,73,0
349-7291,0,124.2,123.9,135.7,13.1,2,102,115,100,8,35,0
385-1985,0,206.2,232.4,251.6,13.6,1,76,76,96,2,64,0
329-7102,0,132.9,67,160.4,9.9,3,122,62,121,2,63,0
394-2553,31,104.9,237.6,263.4,7.7,3,115,125,104,6,117,0
339-1330,0,245,250.7,270.2,13.7,1,97,75,124,8,115,0
398-1959,0,184.5,224,180.5,11.6,1,118,95,82,3,162,0
408-7015,0,89.5,179.3,225.1,12.3,3,66,104,116,1,89,0
384-9254,0,235.6,194.8,170.6,8.6,1,131,107,93,4,94,1
355-9475,0,186,262.3,98.9,11.5,4,127,96,63,6,129,0
334-1337,0,223.9,155.7,150.2,7.3,1,75,109,143,9,86,0
359-1441,0,179.5,162.3,264.5,6.6,1,125,139,133,2,96,0
391-5442,0,169.4,253.5,197.1,8.9,1,102,113,93,5,190,0
374-1551,0,118.1,144.3,225.1,8.2,1,90,77,86,6,80,0
399-6233,0,112,193.7,208.9,4.1,4,105,110,93,4,108,0
337-4749,32,168.4,225.9,191.8,8.5,0,129,97,95,7,97,0
403-5552,42,214.3,188.2,333.5,11.3,0,112,107,117,10,84,0
405-3097,0,245.7,241.9,285.3,4.2,4,139,113,117,5,65,0
364-9240,34,156.6,71,261.7,13.4,1,134,95,120,10,131,0
404-9348,43,142.8,272.3,193.4,8.9,1,96,100,105,4,58,1
336-1462,0,202.4,230.7,202,10.2,3,115,115,127,2,36,0
364-8981,0,116.8,123.1,217.5,12,1,119,123,101,2,54,0
412-7606,0,155.7,260.3,192.2,11,1,110,103,98,1,45,0
380-6342,39,236.1,289.2,175.4,9.1,2,107,110,107,4,125,0
418-3017,21,138.1,260.1,135.4,8.2,2,113,83,118,2,72,0
367-3648,0,51.9,162,223.5,10.1,3,108,83,115,3,141,0
341-5892,0,81.3,220.6,235.7,8.9,0,116,124,113,3,113,0
334-4678,35,171.5,153.1,165.6,7.1,0,98,127,125,3,20,0
366-6751,0,126,144.3,302.8,7.6,1,96,80,102,3,212,0
397-8512,0,197.2,156,204.1,9.9,4,127,92,99,6,99,1
367-9495,0,194.1,227.2,190.4,15.3,1,62,54,115,4,94,0
379-2991,0,115.7,127.8,107.5,9.3,1,105,113,91,6,40,0
356-4832,29,157.2,196.3,226.7,8.4,3,118,136,109,5,86,0
413-4040,0,269.7,207.6,214.2,4.5,3,85,86,107,15,101,0
366-4444,0,246.4,228.1,166.4,9.1,0,107,124,95,8,170,0
394-3806,0,227.4,268.5,143.3,13,1,121,89,82,4,105,0
368-5647,0,189.8,115.5,191.3,12.2,0,110,83,103,4,103,0
412-1076,27,188.9,160.9,197.7,11.5,4,124,102,100,5,140,1
413-7655,0,0,192.1,168.8,7.2,1,0,119,95,4,101,0
371-2316,19,110.5,227.8,243.6,11,1,87,97,84,4,98,0
420-3346,0,167.6,219.2,215.9,11.7,4,116,112,94,2,104,0
367-3971,0,132,197.5,175.8,0,3,90,75,114,0,115,0
417-5813,0,167.8,247.9,155.1,11.9,0,88,81,108,4,112,0
421-8535,0,213.4,204.7,256.6,5.7,1,86,77,101,4,70,0
375-1721,0,175.4,98.3,201.9,10.6,0,120,71,93,1,126,0
331-8484,39,82.6,224.4,163.6,9.5,3,113,63,88,1,87,0
366-5829,0,143.2,88.1,233.2,8.8,4,80,94,135,7,125,0
367-7906,0,125.5,269.8,235.8,8.9,1,139,93,110,8,86,0
412-2520,31,82.3,256.1,229.6,11.8,6,105,91,98,2,73,0
386-9177,0,165.6,195.9,118.3,11.8,1,104,115,77,3,232,0
420-6780,30,183.1,232.6,248.3,8.4,0,95,110,110,2,1,0
401-1454,0,162.1,212.1,260.4,12.2,1,91,94,78,5,133,0
379-2508,0,166.6,192.4,167.9,7.7,1,84,91,115,6,103,0
353-3492,24,135.9,233.2,210.6,9.4,1,60,78,121,4,131,0
406-4840,20,165.7,215.6,243.3,9.8,0,78,94,91,6,95,0
391-7982,0,176.1,174.9,234.7,9.7,1,90,106,134,4,182,0
379-9821,0,142.3,204.5,203.1,9.1,0,89,95,114,1,99,0
398-7414,0,177.6,296.8,192.9,7.6,3,121,92,106,3,27,0
338-8566,0,83.2,190.6,150.5,10.7,1,74,104,79,7,141,0
397-3058,37,235,183.3,139.8,5.7,2,101,79,106,7,29,1
389-8096,0,105.7,141.8,180.5,6.6,2,95,100,105,12,65,0
393-6840,0,149.4,171.9,214.5,17.9,3,68,98,97,3,81,1
360-7404,20,264.7,216.5,210.7,10.4,0,81,110,102,7,37,0
411-5740,31,160.3,221.5,261.6,5.6,1,45,70,109,1,107,0
412-3726,28,95.9,159.5,152.8,10.4,1,117,131,132,3,127,1
372-7326,0,140.7,195.2,252.9,11.7,0,77,114,107,5,78,0
338-9873,0,119.7,231.8,222.3,4.6,2,148,96,113,2,55,0
383-4322,30,99.9,263.5,254.7,9.8,2,84,125,90,7,86,0
401-7654,0,250.9,171.4,148.6,9.6,2,108,100,85,6,176,0
410-5455,0,200.6,289.5,98.3,11.2,2,117,120,95,5,96,1
419-4310,38,209.8,196.6,233,7,1,130,84,79,7,11,0
367-2056,34,198,273.7,217.9,7.6,1,70,121,71,4,48,0
363-6695,0,239.8,128.9,249.9,11.3,1,107,121,110,5,127,0
374-6217,0,164.5,147.9,252.7,11.2,0,75,118,97,2,63,0
337-9569,0,220.9,192.2,161,12.2,1,107,97,74,2,79,0
350-9720,37,112.8,243.9,178.7,13.2,2,150,97,112,6,47,0
380-4080,19,112.6,261.7,123.5,11.1,0,114,132,116,2,89,1
333-7460,26,226.4,234.7,133.6,10.8,1,117,97,82,7,83,0
378-3722,34,244.9,219.6,210.8,9.7,4,118,105,136,6,126,1
353-9339,0,203.2,235.8,224.9,15.1,2,99,131,112,6,60,0
386-6535,0,136.7,243.1,188.9,8.6,0,115,137,110,4,122,0
403-5575,0,152.6,208.9,119.1,5,1,97,85,99,10,136,0
331-5962,47,274.9,186.6,245,8.8,1,102,118,123,2,172,0
390-9627,0,195.7,209.1,201.1,8.3,1,116,87,73,3,102,0
406-4560,0,204.3,188.8,139.4,9.2,1,82,115,97,7,113,1
359-6931,0,222.3,146.2,275.6,8.9,3,99,82,82,4,79,0
331-7342,8,222.5,171.5,377.5,9.7,1,104,94,114,2,55,0
367-2227,28,128.8,157.3,147.4,10.3,2,104,52,76,2,111,0
335-8836,0,174.3,171.3,220.8,8.3,0,105,107,131,2,160,0
398-6703,0,242.5,162.3,184.1,7.8,4,110,140,86,3,110,0
370-8379,0,221.6,285.2,167.4,12.7,4,101,50,83,6,192,0
335-3880,0,114.3,221.1,126.3,10.9,0,100,103,88,9,93,0
375-8761,33,219.7,186.8,184.5,9.5,2,137,94,113,2,101,0
367-1398,0,144.9,151.3,252.4,12.3,2,136,115,73,3,77,0
395-7857,40,236.5,117,221.1,8.1,2,111,110,115,3,105,0
398-8745,44,174,209.4,224.1,14.1,2,80,113,87,7,133,0
386-3717,0,109.5,332.1,258.6,6.6,1,95,48,108,7,131,0
330-1175,33,81.6,235.6,150.9,9.9,1,120,85,113,4,106,0
418-6752,0,133.4,121,254.7,5.9,1,113,92,129,4,118,0
349-6464,0,137.1,209.8,238.4,8.6,1,94,83,114,4,125,0
366-7331,0,197,190.4,211.9,16.1,0,88,68,104,8,95,0
361-8288,0,198.1,156.7,182.1,9.3,3,160,87,76,3,80,0
377-6635,0,39.5,264.3,185.8,10,0,78,106,90,6,145,0
408-1513,0,199.5,207.5,83.9,8.1,2,107,110,123,4,37,0
370-7546,0,156.8,215.8,223.3,7.6,1,93,68,77,6,87,0
389-4278,0,183.4,237.6,228,9,3,85,100,94,5,69,0
379-3012,0,132.4,121.6,197.7,8.6,1,120,101,84,2,83,0
355-3620,0,63.2,220.2,184,5.1,0,108,88,99,3,195,0
413-7743,35,181.1,215.9,216.3,16.9,0,59,116,106,4,67,1
372-2296,27,117.5,206.8,194.4,4.2,3,102,127,114,7,75,0
333-9728,27,218.7,163.4,173.8,15,0,79,78,116,1,123,0
415-6110,41,207.3,137.3,115.7,5.9,1,95,120,74,3,41,0
340-9803,0,150.6,301.5,158.7,8.1,0,99,83,104,5,75,0
400-7002,0,273.3,263.6,165.2,12,1,66,121,84,7,76,1
395-7435,0,266.1,182,206.5,10.3,1,120,92,103,4,86,1
336-7143,0,112.8,156.7,249.6,16.3,0,89,65,85,6,140,0
352-2175,0,104.7,82.2,169.4,15.8,3,112,104,110,7,70,0
346-6352,35,193.8,197.6,218.8,5.9,0,62,97,95,4,121,0
405-7467,0,168.6,298,194.7,9.8,1,102,117,110,5,112,0
379-8526,0,253.2,201,195.3,9.7,2,122,78,108,7,118,0
410-5713,16,174.7,232.1,305.4,8.9,1,92,105,98,2,66,0
408-5916,0,87,193.6,205.8,11,0,102,64,120,5,78,0
370-5626,34,204.5,132.8,190.1,14.8,2,79,113,117,9,129,0
408-1331,0,226.5,152.1,164.4,9.4,3,93,122,98,4,6,0
419-9688,0,234.1,163.1,282.5,10,1,91,105,100,3,107,1
343-5219,0,133.3,182.9,241.1,12.9,3,106,89,123,2,107,1
401-5586,0,133.9,166.4,193.5,15.4,1,87,110,139,3,138,0
377-9178,0,160.2,138.9,312.5,9.7,0,104,70,97,2,103,0
345-5639,44,230.6,224.1,244,11.1,0,94,103,76,2,116,0
336-3488,0,227.4,176,206.1,6.3,2,84,81,120,4,189,0
414-6426,0,72.8,267.1,222.5,11.8,2,120,120,91,2,161,0
335-5591,0,196.1,296.5,211.5,7,1,107,82,91,2,1,0
421-9144,0,197.1,165.9,227.3,12.8,1,110,115,106,3,89,0
422-7728,0,219.6,303.3,154.5,9.7,1,126,100,65,5,64,0
344-3466,30,153.4,151.4,153.8,12.8,4,90,97,97,4,126,0
398-7978,0,216,186.9,210.7,4.9,2,85,114,109,10,129,0
346-8368,32,222.9,262,191.4,10.8,0,136,80,101,4,128,0
392-2722,36,115.9,236.6,255,11.7,3,120,95,90,6,81,0
393-3274,0,189.8,147.7,172.7,10.6,1,101,80,121,5,114,0
339-4636,0,154.7,298,210.2,11.1,0,102,108,95,3,50,0
349-7138,0,136.4,202.5,230.7,11.5,3,104,110,86,1,86,0
363-3295,0,170.5,277.5,162.5,12.2,1,86,88,117,6,96,0
407-9830,0,272.4,107.9,185.5,12.7,0,88,125,81,2,72,0
333-8822,40,210,232.7,168.8,5.9,8,116,89,94,4,64,0
419-6418,17,236.5,163.1,236.7,12.2,2,94,94,117,3,57,1
351-8955,0,153.9,220.1,280.5,8.5,2,117,122,147,3,65,0
338-1840,0,223,227,188.3,8.8,1,120,98,125,5,163,0
336-6997,0,252.4,167.9,248.3,10.7,2,74,81,110,3,136,0
408-6266,0,197.9,168.1,239.8,12,1,84,113,145,6,116,0
332-4291,0,152.4,274.6,252.2,6.6,3,74,88,120,5,93,0
355-7895,40,237.4,175.9,210.3,9.2,3,105,93,110,3,142,0
348-2916,0,265.6,180.7,211.1,8.6,1,82,75,113,2,92,0
339-8132,0,197.3,305.8,171,6.7,1,91,81,105,6,70,0
374-1684,14,199.1,221.8,65.7,4.2,1,100,103,91,1,22,0
362-7604,0,233.7,207.9,212.7,12,2,114,109,101,2,37,0
389-3206,0,183.1,160.1,311.8,7,1,99,107,121,3,51,0
336-2829,0,139.4,143.4,225.2,10,2,96,108,107,5,174,0
403-8916,0,213.9,260.5,233.8,8.4,1,112,100,97,3,68,0
384-1135,0,207.1,200.1,194.2,12.4,1,70,115,100,2,130,0
390-2320,0,139.7,202.6,203.6,11.3,2,78,119,102,5,104,0
398-8578,0,177.2,228.7,194.3,8.9,2,91,105,113,3,134,0
393-9424,35,169.8,173.7,214.6,9.5,2,136,101,105,7,108,0
417-6330,0,173.5,244.3,221.6,9.7,3,83,65,66,2,103,0
340-6339,0,159.9,172.2,263.2,5.6,1,100,99,109,4,62,0
380-6571,0,115.1,196.8,212.4,11.4,2,89,111,98,3,162,0
368-6488,19,136.8,179.5,71.1,12.5,2,113,105,95,3,93,0
363-2193,0,92.2,211.2,129.1,13.1,1,108,120,73,6,42,0
328-1206,23,243.9,133,213.7,13.4,2,112,106,123,11,155,0
385-3540,0,117.1,235.4,221.3,9,0,94,117,108,2,36,0
337-7167,0,223.3,167.1,203,4.5,0,99,128,84,4,143,0
372-8405,0,154.8,171.5,227.3,10.6,3,111,102,86,2,197,0
377-1273,0,261.4,215.7,271.8,8,1,141,102,96,6,81,0
380-7816,0,46.5,186,167.5,9.6,4,104,114,95,4,138,1
402-6744,18,149.9,170.9,171.5,11.5,0,84,84,112,7,103,0
400-2181,0,242.2,226.1,252,13.9,2,102,80,96,5,127,1
366-1613,0,259.4,172.7,293.7,10.7,1,99,125,78,6,136,0
347-8205,0,222.4,185.8,237.7,12,2,102,89,81,8,99,0
328-2982,0,69.4,190.8,219.9,8.9,0,79,109,102,5,95,0
384-8723,21,156.5,209.2,158.7,11.1,4,122,125,81,3,118,1
341-7686,0,61.2,92.3,197.4,13.7,5,111,88,114,3,113,0
353-6038,0,245.2,101.5,152.3,10.7,0,112,101,116,5,128,1
416-8827,0,102.3,135.2,199.7,15.7,3,100,104,93,10,117,0
418-8450,36,230.9,167.6,270,7.6,3,92,121,87,4,48,0
385-7861,0,227.4,211.5,258.2,11.9,0,105,120,113,3,81,1
393-3507,0,192.8,158,235.5,12.7,1,68,86,105,6,57,0
372-5262,0,162.6,206.2,141.6,8.2,1,98,109,66,2,140,0
411-3095,38,219.4,180.5,104.1,11,2,92,73,91,1,107,0
331-5919,0,137.2,165.9,182.3,14.3,1,111,119,72,4,56,0
402-1556,0,87.7,278.2,170.6,10.5,1,103,97,93,10,159,0
349-7362,0,271.1,172,169.2,10.3,1,80,133,105,5,102,0
339-2734,0,103.4,189.3,227.2,14.4,1,94,125,125,3,107,0
330-4914,0,52.2,220.1,112.3,11.4,2,106,113,95,2,106,0
371-2500,0,165.4,273.7,210,8.7,0,106,109,93,3,225,0
335-3681,0,147.5,191.7,135,16.4,2,110,97,68,3,75,0
405-1132,0,217.8,214.7,228.7,11.3,0,93,95,70,7,86,0
399-9239,0,235.7,136.9,220.9,13.3,1,79,85,97,10,169,0
350-7227,22,204.5,139.6,205,8.6,2,92,121,103,5,122,0
384-6654,0,178.4,247,259.9,9.6,0,143,123,105,2,106,0
376-4271,32,130.1,247.2,289.4,13.5,2,68,77,87,5,52,0
391-8124,34,103.7,236.3,256.6,14.8,2,100,78,102,4,79,0
393-2524,0,239.9,177.1,217.2,5.9,2,91,104,118,3,135,0
384-4385,0,148.4,267.1,151.5,8.9,0,110,90,101,4,70,0
377-8266,0,148.6,210.8,203.7,10,2,106,65,86,2,80,0
345-1243,0,191.1,129.2,207.5,12.9,0,69,113,117,1,37,0
394-8086,39,218.5,112.7,205.1,7.3,1,76,94,121,4,161,0
348-9145,0,97.5,195.8,288.8,0,1,95,82,78,0,137,0
376-5201,0,128.7,117.6,198.4,10.8,0,126,94,132,5,123,0
356-2093,38,236.6,197.5,209.5,9.5,2,69,68,102,10,80,0
353-2080,0,85.9,226.7,279.6,15.6,0,113,91,110,16,94,0
397-7500,27,141.2,167.7,274.4,11.4,1,96,94,101,2,105,0
414-5786,31,194.4,176,230.1,11.5,0,104,84,110,3,73,0
388-4282,0,167.6,154.5,281.4,17.3,2,100,90,107,3,112,0
415-5132,0,234.5,164.2,191.4,6.1,1,134,94,72,4,179,0
352-4541,0,154.2,196.7,253.5,10.1,1,78,85,97,9,57,0
373-5928,14,143.2,169.9,221.6,11.6,1,99,91,77,1,127,0
406-7737,40,216.4,249.7,185.9,12.7,1,80,90,99,4,122,1
332-7607,35,161.9,151.2,191,8.5,1,85,82,131,2,33,0
359-7788,0,118.7,205.1,172.2,10.4,3,90,57,100,6,94,0
384-1549,0,179.1,196.6,186.7,10.2,1,123,132,116,10,100,0
352-8508,0,147.9,209.3,162.1,8.8,2,97,99,80,5,106,0
404-1002,38,209.2,116.6,109.6,16.5,2,110,73,105,4,148,0
414-2905,29,244.3,322.3,166.8,10.6,0,140,89,83,6,120,0
380-9849,34,175.3,262.3,143.9,5.6,1,96,122,76,11,91,0
387-6498,0,150.5,120.3,271.2,9,1,92,95,96,2,86,0
360-6024,25,197.4,295.7,211.7,13.2,0,73,113,73,2,78,0
352-5815,0,163.5,143.7,253.4,12.6,1,136,111,82,5,94,0
366-2273,0,236.9,197.7,309.1,11.4,2,93,113,78,7,85,0
414-9119,0,82.3,167.2,194.7,7.2,1,77,80,70,4,89,0
409-8796,0,216,153.7,227,12.7,1,111,115,74,4,128,0
337-2442,0,180,198.8,217.1,12.4,1,119,126,70,3,115,1
404-1931,0,143.7,173.1,239.1,5.8,1,55,108,95,6,76,0
367-9765,39,198.2,280.4,129.6,11.3,1,107,132,73,7,75,0
378-7299,29,185.6,219.7,152.1,11.1,2,106,113,120,5,90,0
410-5192,0,137.6,162,187.7,5.8,3,108,80,126,10,30,0
405-1108,0,273.9,278.6,255.3,10.9,1,119,103,90,7,105,1
392-1734,31,125.3,141.2,168.2,6.3,3,92,108,68,2,102,0
395-6030,0,178.8,167.9,178.9,8.6,3,102,84,65,4,83,0
330-5168,49,214.9,198.2,170.8,8.2,0,86,89,139,5,63,0
334-3142,0,163,203.9,159,15.1,2,93,102,109,4,155,0
362-9983,29,163.8,134.9,79.3,8.8,2,77,112,95,2,82,0
414-2606,0,189.5,204.9,221.7,13.4,1,113,100,93,3,87,0
402-4501,26,155.2,230.9,261.6,4.5,0,110,133,100,4,115,0
